"year","month","day","dep_time","dep_delay","arr_time","arr_delay","carrier","tailnum","flight","origin","dest","air_time","distance","hour","minute"
2014,12,23,1549,24,1902,12,"WN","N444WN",4295,"PDX","DEN",117,991,15,49
2014,12,23,1554,5,2059,-2,"DL","N357NW",1770,"SEA","MSP",169,1399,15,54
2014,12,23,1559,-1,1644,-6,"OO","N609SK",4491,"SEA","PDX",29,129,15,59
2014,12,23,1559,-1,1739,-10,"OO","N593ML",5553,"PDX","SFO",85,550,15,59
2014,12,23,1600,0,1813,-5,"AS","N413AS",604,"SEA","LAS",109,867,16,0
2014,12,23,1601,16,2124,-6,"AA","N3EKAA",2311,"SEA","DFW",185,1660,16,1
2014,12,23,1603,78,1755,65,"WN","N960WN",658,"PDX","LAS",98,763,16,3
2014,12,23,1603,3,1702,2,"AS","N792AS",696,"SEA","GEG",36,224,16,3
2014,12,23,1606,16,1805,14,"AS","N786AS",322,"SEA","SJC",100,697,16,6
2014,12,23,1609,9,1849,-1,"AS","N615AS",103,"SEA","ANC",199,1448,16,9
2014,12,23,1611,61,1938,53,"WN","N651SW",277,"SEA","DEN",123,1024,16,11
2014,12,23,1612,-8,21,-13,"UA","N463UA",525,"SEA","EWR",287,2402,16,12
2014,12,23,1615,55,1834,43,"AS","N607AS",550,"SEA","PSP",124,987,16,15
2014,12,23,1618,23,26,34,"AS","N407AS",14,"SEA","EWR",284,2402,16,18
2014,12,23,1622,7,1818,-6,"UA","N835UA",587,"SEA","SFO",99,679,16,22
2014,12,23,1625,-6,1920,-4,"DL","N6707A",1457,"SEA","SLC",84,689,16,25
2014,12,23,1629,19,1839,35,"AS","N795AS",344,"SEA","OAK",104,671,16,29
2014,12,23,1630,25,1746,16,"WN","N370SW",4393,"PDX","SMF",65,479,16,30
2014,12,23,1637,-4,1905,-20,"DL","N3766",1194,"PDX","SLC",73,630,16,37
2014,12,23,1651,1,1919,-1,"AS","N570AS",514,"SEA","SNA",127,978,16,51
2014,12,23,1651,-9,1900,-1,"AS","N611AS",620,"PDX","LAS",101,763,16,51
2014,12,23,1654,-1,1915,8,"AS","N619AS",588,"PDX","PSP",116,873,16,54
2014,12,23,1655,0,1925,0,"AS","N309AS",448,"SEA","LAX",125,954,16,55
2014,12,23,1656,56,1853,53,"WN","N925WN",782,"SEA","OAK",101,671,16,56
2014,12,23,1710,-5,2203,35,"AS","N508AS",863,"PDX","OGG",393,2562,17,10
2014,12,23,1712,22,1847,12,"WN","N283WN",4877,"PDX","SJC",85,569,17,12
2014,12,23,1719,-6,8,NA,"AS","N579AS",875,"SEA","KOA",NA,2688,17,19
2014,12,23,1732,-3,1857,32,"OO","N609SK",4491,"PDX","SEA",43,129,17,32
2014,12,23,1732,2,1958,1,"B6","N521JB",1007,"SEA","LGB",123,965,17,32
2014,12,23,1734,-1,2006,-3,"AS","N531AS",480,"SEA","SAN",136,1050,17,34
2014,12,23,1739,-6,1,NA,"AS","N516AS",831,"SEA","OGG",NA,2640,17,39
2014,12,23,1751,21,1925,15,"WN","N618WN",1446,"PDX","OAK",80,543,17,51
2014,12,23,1753,-2,2226,NA,"AS","N797AS",302,"SEA","SFO",NA,679,17,53
2014,12,23,1758,3,2018,8,"AS","N526AS",562,"PDX","LAX",107,834,17,58
2014,12,23,1759,11,2126,6,"OO","N909SW",5659,"PDX","DEN",123,991,17,59
2014,12,23,1803,-2,2121,-12,"US","N539UW",600,"PDX","PHX",118,1009,18,3
2014,12,23,1804,9,2146,7,"US","N195UW",576,"SEA","PHX",134,1107,18,4
2014,12,23,1805,25,2008,28,"WN","N439WN",4901,"SEA","OAK",99,671,18,5
2014,12,23,1806,6,2034,16,"OO","N633SK",4798,"SEA","LAS",116,867,18,6
2014,12,23,1807,-3,2054,-12,"DL","N670DN",2150,"SEA","SLC",82,689,18,7
2014,12,23,1809,-1,2023,13,"AS","N788AS",328,"SEA","SJC",107,697,18,9
2014,12,23,1813,53,2009,44,"VX","N840VA",755,"SEA","SFO",98,679,18,13
2014,12,23,1816,25,2300,55,"DL","N586NW",2237,"SEA","HNL",375,2677,18,16
2014,12,23,1817,22,2021,21,"VX","N837VA",759,"SEA","SFO",102,679,18,17
2014,12,23,1821,-9,2346,51,"AS","N589AS",815,"SEA","LIH",415,2701,18,21
2014,12,23,1824,9,2039,21,"OO","N606SK",4802,"SEA","SJC",106,697,18,24
2014,12,23,1824,29,2210,28,"OO","N802SK",4819,"SEA","PHX",129,1107,18,24
2014,12,23,1826,-4,2029,-1,"WN","N8314L",421,"SEA","SJC",104,697,18,26
2014,12,23,1835,4,2102,-13,"DL","N3730B",952,"PDX","SLC",72,630,18,35
2014,12,23,1840,-5,1950,1,"AS","N794AS",69,"SEA","KTN",105,680,18,40
2014,12,23,1841,1,2120,-5,"AS","N588AS",109,"SEA","ANC",197,1448,18,41
2014,12,23,1841,26,29,30,"AS","N457AS",26,"SEA","ORD",201,1721,18,41
2014,12,23,1844,104,2041,94,"OO","N216AG",3462,"PDX","ONT",102,838,18,44
2014,12,23,1846,-4,2119,0,"AS","N609AS",510,"SEA","SNA",128,978,18,46
2014,12,23,1847,-3,2136,-19,"OO","N217AG",3458,"SEA","SLC",85,689,18,47
2014,12,23,1848,68,2035,55,"WN","N460WN",4241,"PDX","LAS",94,763,18,48
2014,12,23,1853,-2,2057,5,"OO","N227AG",3490,"SEA","FAT",103,748,18,53
2014,12,23,1858,3,2120,4,"AS","N402AS",616,"SEA","LAS",115,867,18,58
2014,12,23,1859,4,2100,-3,"AS","N319AS",300,"SEA","SFO",102,679,18,59
2014,12,23,1904,9,2043,-8,"AS","N703AS",386,"PDX","SFO",85,550,19,4
2014,12,23,1906,11,2144,17,"AS","N469AS",464,"SEA","LAX",127,954,19,6
2014,12,23,1911,-4,2117,-1,"AS","N756AS",326,"SEA","SJC",107,697,19,11
2014,12,23,1912,47,2047,42,"WN","N950WN",1963,"PDX","OAK",84,543,19,12
2014,12,23,1917,252,2116,243,"UA","N77518",1537,"SEA","SFO",100,679,19,17
2014,12,23,1923,-2,2242,-15,"OO","N225AG",3498,"SEA","COS",123,1068,19,23
2014,12,23,1924,91,2243,78,"OO","N785SK",6292,"SEA","DEN",116,1024,19,24
2014,12,23,1925,35,2132,17,"WN","N251WN",745,"PDX","SAN",115,933,19,25
2014,12,23,1929,29,2022,26,"OO","N609SK",4792,"SEA","PDX",33,129,19,29
2014,12,23,1929,-6,2251,-14,"AS","N713AS",640,"PDX","PHX",121,1009,19,29
2014,12,23,1930,-5,2301,-15,"AS","N306AS",630,"SEA","PHX",133,1107,19,30
2014,12,23,1932,12,40,48,"AS","N538AS",893,"SEA","HNL",410,2677,19,32
2014,12,23,1933,73,2119,74,"WN","N225WN",4830,"SEA","SMF",84,605,19,33
2014,12,23,1933,-2,2144,-10,"AS","N612AS",598,"PDX","SAN",119,933,19,33
2014,12,23,1936,31,36,20,"DL","N618DL",1675,"SEA","MSP",159,1399,19,36
2014,12,23,1938,33,2220,35,"UA","N837UA",357,"SEA","LAX",125,954,19,38
2014,12,23,1941,1,2155,-3,"AS","N525AS",524,"SEA","BUR",121,937,19,41
2014,12,23,1943,18,2128,19,"AS","N792AS",368,"SEA","SMF",86,605,19,43
2014,12,23,1948,-2,2220,1,"AS","N614AS",518,"SEA","SNA",134,978,19,48
2014,12,23,1949,74,2135,70,"OO","N701BR",5480,"PDX","SFO",85,550,19,49
2014,12,23,1953,-4,2129,-16,"UA","N479UA",416,"PDX","SFO",85,550,19,53
2014,12,23,1955,0,2250,25,"AS","N535AS",456,"SEA","LAX",130,954,19,55
2014,12,23,2000,25,2314,18,"AS","N548AS",678,"SEA","DEN",117,1024,20,0
2014,12,23,2002,17,2234,4,"AS","N468AS",99,"SEA","ANC",193,1448,20,2
2014,12,23,2003,63,2124,59,"WN","N948WN",384,"PDX","SMF",66,479,20,3
2014,12,23,2003,33,2302,40,"AS","N303AS",129,"SEA","FAI",204,1533,20,3
2014,12,23,2004,56,2209,52,"UA","N848UA",508,"SEA","SFO",106,679,20,4
2014,12,23,2005,10,2250,15,"AS","N532AS",484,"SEA","SAN",134,1050,20,5
2014,12,23,2007,-3,2211,-4,"OO","N224AG",3464,"PDX","ONT",108,838,20,7
2014,12,23,2009,104,2226,96,"WN","N770SA",3586,"SEA","LAS",114,867,20,9
2014,12,23,2012,107,2243,98,"WN","N710SW",148,"SEA","SAN",131,1050,20,12
2014,12,23,2014,29,2333,20,"F9","N919FR",142,"SEA","DEN",118,1024,20,14
2014,12,23,2016,-4,2240,-2,"AS","N529AS",566,"PDX","LAX",109,834,20,16
2014,12,23,2019,19,2304,9,"DL","N346NB",1679,"SEA","SLC",82,689,20,19
2014,12,23,2025,0,2237,13,"AS","N778AS",336,"SEA","SJC",106,697,20,25
2014,12,23,2030,-5,2341,-15,"AS","N627AS",681,"SEA","DEN",116,1024,20,30
2014,12,23,2035,5,6,3,"US","N586UW",577,"PDX","PHX",119,1009,20,35
2014,12,23,2040,15,16,7,"US","N521UW",464,"SEA","PHX",134,1107,20,40
2014,12,23,2040,15,12,13,"AS","N462AS",654,"SEA","PHX",132,1107,20,40
2014,12,23,2050,0,2239,9,"AS","N583AS",404,"PDX","SJC",88,569,20,50
2014,12,23,2053,48,2233,48,"WN","N687SW",2161,"PDX","SJC",88,569,20,53
2014,12,23,2053,-2,2326,1,"AS","N530AS",450,"SEA","LAX",128,954,20,53
2014,12,23,2101,31,2329,24,"VX","N627VA",798,"SEA","LAX",126,954,21,1
2014,12,23,2102,-3,2258,-9,"AS","N625AS",624,"PDX","LAS",100,763,21,2
2014,12,23,2103,8,2331,-5,"DL","N3734B",1760,"SEA","ANC",190,1448,21,3
2014,12,23,2115,20,2210,12,"OO","N631SK",4800,"SEA","GEG",38,224,21,15
2014,12,23,2120,35,27,17,"WN","N907WN",3043,"PDX","PHX",117,1009,21,20
2014,12,23,2121,26,2335,16,"AS","N423AS",534,"SEA","ONT",122,956,21,21
2014,12,23,2122,67,2316,61,"WN","N391SW",1625,"SEA","OAK",100,671,21,22
2014,12,23,2122,-3,517,-6,"B6","N794JB",1206,"PDX","JFK",277,2454,21,22
2014,12,23,2125,5,2354,-4,"AS","N442AS",486,"SEA","SAN",133,1050,21,25
2014,12,23,2129,-6,2344,-6,"AS","N644AS",608,"SEA","LAS",114,867,21,29
2014,12,23,2137,12,2341,21,"AS","N586AS",350,"SEA","OAK",102,671,21,37
2014,12,23,2141,16,21,6,"AS","N768AS",121,"SEA","ANC",206,1448,21,41
2014,12,23,2146,6,25,-14,"AS","N431AS",731,"SEA","ANC",195,1448,21,46
2014,12,23,2147,32,2231,37,"AS","N307AS",461,"SEA","BLI",25,93,21,47
2014,12,23,2149,154,2346,151,"WN","N965WN",1617,"SEA","OAK",100,671,21,49
2014,12,23,2154,-1,25,2,"AS","N403AS",478,"SEA","LAX",123,954,21,54
2014,12,23,2202,-8,58,-20,"AS","N594AS",143,"PDX","ANC",209,1542,22,2
2014,12,23,2208,103,2349,104,"WN","N940WN",4007,"SEA","SMF",84,605,22,8
2014,12,23,2209,74,1,57,"UA","N845UA",371,"SEA","SFO",97,679,22,9
2014,12,23,2227,-3,600,-3,"DL","N6703D",1421,"SEA","ATL",244,2182,22,27
2014,12,23,2228,8,636,33,"US","N192UW",624,"SEA","CLT",276,2279,22,28
2014,12,23,2229,-1,617,6,"US","N151UW",1930,"PDX","CLT",266,2282,22,29
2014,12,23,2232,2,2328,13,"AS","N419AS",414,"SEA","PDX",36,129,22,32
2014,12,23,2237,-4,559,-6,"DL","N623DL",2497,"PDX","ATL",238,2172,22,37
2014,12,23,2237,158,143,146,"F9","N203FR",794,"PDX","DEN",108,991,22,37
2014,12,23,2237,32,650,30,"AS","N523AS",24,"SEA","BOS",282,2496,22,37
2014,12,23,2249,69,2347,73,"AS","N323AS",694,"SEA","GEG",42,224,22,49
2014,12,23,2253,-2,600,-1,"DL","N683DA",2223,"PDX","DTW",218,1953,22,53
2014,12,23,2254,71,654,70,"B6","N591JB",264,"SEA","JFK",275,2422,22,54
2014,12,23,2302,12,729,31,"DL","N3771K",1542,"SEA","JFK",272,2422,23,2
2014,12,23,2311,1,155,-24,"AS","N536AS",127,"SEA","FAI",206,1533,23,11
2014,12,23,2313,68,703,61,"UA","N77261",1695,"SEA","EWR",265,2402,23,13
2014,12,23,2314,4,623,-1,"DL","N3756",1807,"SEA","CVG",223,1965,23,14
2014,12,23,2315,45,735,75,"US","N536UW",702,"SEA","PHL",297,2378,23,15
2014,12,23,2318,-4,448,-27,"UA","N480UA",722,"PDX","ORD",199,1739,23,18
2014,12,23,2318,13,758,19,"AA","N3LBAA",1070,"SEA","MIA",312,2724,23,18
2014,12,23,2322,38,501,26,"UA","N64809",1742,"SEA","ORD",194,1721,23,22
2014,12,23,2322,22,203,8,"AS","N440AS",89,"SEA","ANC",197,1448,23,22
2014,12,23,2322,22,23,26,"AS","N315AS",698,"SEA","GEG",40,224,23,22
2014,12,23,2330,30,642,31,"DL","N6716C",1823,"SEA","DTW",220,1927,23,30
2014,12,23,2332,-5,739,-3,"DL","N3758Y",1358,"PDX","JFK",278,2454,23,32
2014,12,23,2340,20,533,4,"UA","N32404",1129,"SEA","IAH",214,1874,23,40
2014,12,23,2351,-4,713,-7,"DL","N695DL",1565,"PDX","ATL",244,2172,23,51
2014,12,23,2352,-3,535,-16,"UA","N37434",1152,"PDX","IAH",210,1825,23,52
2014,12,23,2357,2,729,1,"DL","N6713Y",929,"SEA","ATL",247,2182,23,57
2014,12,23,2357,7,531,1,"AS","N409AS",668,"SEA","DFW",190,1660,23,57
2014,12,23,NA,NA,NA,NA,"OO","N973SW",5580,"PDX","SFO",NA,550,NA,NA
2014,12,23,NA,NA,NA,NA,"AS","N464AS",530,"SEA","ONT",NA,956,NA,NA
2014,12,24,26,1,304,-16,"AS","N765AS",135,"SEA","ANC",202,1448,0,26
2014,12,24,37,7,616,-4,"AA","N3HBAA",1431,"SEA","ORD",200,1721,0,37
2014,12,24,43,3,552,2,"DL","N138DL",2440,"SEA","MSP",157,1399,0,43
2014,12,24,48,-2,549,-15,"DL","N124DE",1670,"PDX","MSP",160,1426,0,48
2014,12,24,108,8,952,14,"AA","N3DTAA",371,"SEA","MIA",324,2724,1,8
2014,12,24,513,-2,722,-12,"UA","N819UA",468,"SEA","SFO",106,679,5,13
2014,12,24,516,1,844,-16,"US","N668AW",480,"SEA","PHX",130,1107,5,16
2014,12,24,518,-2,847,-3,"US","N174US",425,"PDX","PHX",127,1009,5,18
2014,12,24,527,-3,843,-24,"UA","N68817",1110,"SEA","DEN",118,1024,5,27
2014,12,24,529,-1,842,-10,"UA","N28457",1094,"PDX","DEN",115,991,5,29
2014,12,24,541,-4,1146,-10,"UA","N69835",1640,"SEA","IAH",213,1874,5,41
2014,12,24,546,-4,1351,-13,"UA","N402UA",348,"PDX","EWR",284,2434,5,46
2014,12,24,547,2,858,-17,"WN","N8645A",1611,"PDX","DEN",116,991,5,47
2014,12,24,549,-1,910,-15,"WN","N609SW",1539,"SEA","DEN",121,1024,5,49
2014,12,24,551,-4,1126,-24,"AA","N3FYAA",1094,"SEA","DFW",190,1660,5,51
2014,12,24,551,-9,1130,-15,"AA","N567AA",1534,"PDX","DFW",191,1616,5,51
2014,12,24,551,-9,756,14,"AS","N419AS",406,"PDX","SJC",102,569,5,51
2014,12,24,557,-3,812,9,"AS","N769AS",200,"SEA","SJC",113,697,5,57
2014,12,24,559,-1,845,-10,"AS","N706AS",81,"SEA","ANC",209,1448,5,59
2014,12,24,600,0,845,-14,"DL","N3730B",1634,"SEA","SLC",83,689,6,0
2014,12,24,600,0,1152,-12,"UA","N68836",174,"PDX","IAH",208,1825,6,0
2014,12,24,601,-4,811,1,"AS","N556AS",320,"SEA","SFO",110,679,6,1
2014,12,24,602,2,920,-10,"WN","N955WN",1927,"PDX","PHX",119,1009,6,2
2014,12,24,603,-2,820,-5,"AS","N469AS",602,"SEA","LAS",117,867,6,3
2014,12,24,604,4,853,4,"DL","N652DL",1831,"PDX","SLC",77,630,6,4
2014,12,24,605,-5,809,-6,"WN","N7813P",577,"PDX","LAS",102,763,6,5
2014,12,24,605,0,944,-6,"WN","N394SW",4836,"SEA","PHX",138,1107,6,5
2014,12,24,605,-5,843,-2,"AS","N402AS",454,"SEA","LAX",127,954,6,5
2014,12,24,608,-7,919,-20,"F9","N923FR",796,"PDX","DEN",117,991,6,8
2014,12,24,608,8,1413,2,"UA","N14214",1233,"SEA","EWR",269,2402,6,8
2014,12,24,608,8,821,22,"AS","N468AS",342,"SEA","OAK",107,671,6,8
2014,12,24,609,-1,657,-6,"OO","N609SK",4613,"PDX","SEA",29,129,6,9
2014,12,24,609,-1,1356,-8,"UA","N75410",1602,"SEA","IAD",258,2306,6,9
2014,12,24,611,-4,840,-10,"AS","N619AS",504,"SEA","SNA",133,978,6,11
2014,12,24,616,2,1155,-14,"UA","N404UA",416,"PDX","ORD",201,1739,6,16
2014,12,24,618,-2,836,-9,"WN","N218WN",1840,"SEA","LAS",114,867,6,18
2014,12,24,619,-1,1159,-19,"UA","N66808",1060,"SEA","ORD",193,1721,6,19
2014,12,24,621,1,1348,-10,"DL","N816DN",1156,"PDX","ATL",249,2172,6,21
2014,12,24,624,-1,1214,-16,"WN","N8604K",225,"SEA","MDW",205,1733,6,24
2014,12,24,627,-8,832,-17,"OO","N219AG",3460,"PDX","ONT",108,838,6,27
2014,12,24,629,-1,1401,-4,"DL","N688DL",1598,"SEA","ATL",242,2182,6,29
2014,12,24,630,-5,852,-2,"AS","N793AS",576,"PDX","SAN",125,933,6,30
2014,12,24,631,-4,911,-7,"AS","N795AS",240,"SEA","SAN",139,1050,6,31
2014,12,24,632,-3,1449,13,"US","N567UW",700,"SEA","PHL",282,2378,6,32
2014,12,24,633,-7,838,-12,"OO","N216AG",3456,"PDX","BUR",109,817,6,33
2014,12,24,633,-2,924,-12,"AS","N303AS",724,"SEA","SLC",86,689,6,33
2014,12,24,634,-6,856,-8,"AS","N435AS",558,"PDX","LAX",119,834,6,34
2014,12,24,635,-5,858,-14,"AS","N408AS",560,"SEA","PSP",128,987,6,35
2014,12,24,638,-2,824,4,"VX","N840VA",805,"PDX","SFO",90,550,6,38
2014,12,24,638,-2,1205,-17,"AS","N318AS",662,"SEA","DFW",184,1660,6,38
2014,12,24,640,0,827,7,"WN","N778SW",1756,"PDX","OAK",89,543,6,40
2014,12,24,640,-10,906,-3,"AS","N611AS",582,"PDX","SNA",122,859,6,40
2014,12,24,641,6,1221,-9,"WN","N8624J",1613,"PDX","MDW",205,1751,6,41
2014,12,24,642,22,1015,5,"OO","N815SK",4720,"SEA","PHX",133,1107,6,42
2014,12,24,652,-8,902,-14,"B6","N656JB",1121,"PDX","LGB",115,846,6,52
2014,12,24,653,-7,749,-1,"AS","N320AS",415,"PDX","SEA",29,129,6,53
2014,12,24,654,-1,842,-3,"WN","N285WN",476,"SEA","SMF",85,605,6,54
2014,12,24,654,-6,1222,-28,"AA","N3HNAA",1507,"SEA","DFW",187,1660,6,54
2014,12,24,655,-5,940,-5,"AS","N471AS",466,"SEA","LAX",130,954,6,55
2014,12,24,656,-4,846,-4,"WN","N200WN",3428,"PDX","SJC",91,569,6,56
2014,12,24,657,-3,857,-8,"VX","N849VA",751,"SEA","SFO",105,679,6,57
2014,12,24,657,-3,1207,-9,"DL","N548US",2314,"SEA","MSP",164,1399,6,57
2014,12,24,657,-8,1248,-12,"AA","N3EPAA",86,"PDX","ORD",207,1739,6,57
2014,12,24,658,-2,849,-4,"UA","N448UA",995,"PDX","SFO",92,550,6,58
2014,12,24,700,0,1139,29,"AS","N565AS",833,"PDX","HNL",378,2603,7,0
2014,12,24,701,6,1215,-3,"DL","N801DZ",2090,"PDX","MSP",177,1426,7,1
2014,12,24,701,11,845,5,"AS","N566AS",805,"SEA","SMF",85,605,7,1
2014,12,24,703,-2,939,-1,"VX","N640VA",1780,"SEA","LAX",132,954,7,3
2014,12,24,703,3,1523,10,"DL","N3749D",400,"PDX","JFK",284,2454,7,3
2014,12,24,706,6,1409,-6,"DL","N3734B",822,"SEA","DTW",220,1927,7,6
2014,12,24,706,6,801,1,"OO","N161PQ",4608,"SEA","PDX",31,129,7,6
2014,12,24,707,-8,941,7,"UA","N417UA",698,"SEA","SFO",102,679,7,7
2014,12,24,708,-2,927,-7,"AS","N524AS",530,"SEA","ONT",123,956,7,8
2014,12,24,711,1,944,-11,"WN","N214WN",4569,"SEA","SAN",135,1050,7,11
2014,12,24,712,-3,1523,-7,"AA","N3HGAA",236,"SEA","JFK",287,2422,7,12
2014,12,24,719,14,1535,19,"DL","N705TW",2054,"SEA","JFK",286,2422,7,19
2014,12,24,719,-6,947,1,"AS","N413AS",612,"SEA","LAS",117,867,7,19
2014,12,24,722,2,931,2,"AS","N315AS",222,"SEA","SFO",104,679,7,22
2014,12,24,722,-3,1108,-3,"AS","N526AS",634,"SEA","PHX",136,1107,7,22
2014,12,24,725,0,932,3,"AS","N317AS",244,"PDX","SFO",87,550,7,25
2014,12,24,727,-8,911,-14,"AS","N763AS",61,"SEA","JNU",133,909,7,27
2014,12,24,728,8,1222,49,"AS","N512AS",855,"PDX","KOA",387,2607,7,28
2014,12,24,732,-3,1053,-13,"AS","N563AS",676,"SEA","DEN",118,1024,7,32
2014,12,24,733,-2,833,-18,"AS","N764AS",65,"SEA","KTN",102,680,7,33
2014,12,24,738,43,943,38,"WN","N459WN",532,"SEA","SJC",105,697,7,38
2014,12,24,738,-7,838,-13,"OO","N609SK",4581,"SEA","GEG",37,224,7,38
2014,12,24,740,-5,1015,-5,"AS","N607AS",506,"SEA","SNA",133,978,7,40
2014,12,24,742,-8,1551,-13,"AS","N533AS",30,"PDX","BOS",287,2537,7,42
2014,12,24,744,-6,1008,-21,"AS","N786AS",482,"SEA","LAX",125,954,7,44
2014,12,24,745,-5,1045,37,"AS","N613AS",520,"SEA","BUR",119,937,7,45
2014,12,24,752,-8,1000,-2,"AS","N467AS",626,"PDX","LAS",102,763,7,52
2014,12,24,753,8,1541,13,"DL","N655DL",968,"SEA","ATL",249,2182,7,53
2014,12,24,754,-1,956,-9,"WN","N445WN",910,"SEA","OAK",105,671,7,54
2014,12,24,754,-6,1032,-3,"OO","N218AG",3472,"SEA","LGB",130,965,7,54
2014,12,24,757,-3,850,-10,"AS","N527AS",690,"SEA","GEG",35,224,7,57
2014,12,24,759,-1,1603,-6,"AS","N433AS",8,"SEA","EWR",278,2402,7,59
2014,12,24,800,-5,1620,-5,"AS","N549AS",16,"SEA","MCO",294,2554,8,0
2014,12,24,804,-6,1329,-26,"AA","N4YNAA",1608,"PDX","DFW",191,1616,8,4
2014,12,24,805,-5,1050,6,"AS","N307AS",548,"SEA","PSP",131,987,8,5
2014,12,24,806,1,1048,3,"OO","N632SK",4476,"SEA","PSP",133,987,8,6
2014,12,24,807,-4,1551,-12,"UA","N478UA",250,"PDX","IAD",269,2327,8,7
2014,12,24,807,-1,1144,0,"UA","N454UA",690,"SEA","DEN",119,1024,8,7
2014,12,24,813,-2,1559,-21,"AS","N459AS",766,"SEA","BWI",262,2335,8,13
2014,12,24,815,0,1246,17,"DL","N588NW",2210,"SEA","HNL",369,2677,8,15
2014,12,24,815,0,1603,-7,"AS","N508AS",4,"SEA","DCA",262,2329,8,15
2014,12,24,817,17,1106,11,"AS","N570AS",83,"SEA","ANC",201,1448,8,17
2014,12,24,823,-2,1202,-8,"US","N564UW",2024,"SEA","PHX",137,1107,8,23
2014,12,24,831,1,1644,-31,"AS","N552AS",774,"SEA","TPA",294,2520,8,31
2014,12,24,832,-3,924,-1,"OO","N161PQ",4608,"PDX","SEA",33,129,8,32
2014,12,24,832,-3,1305,0,"AS","N564AS",879,"SEA","LIH",372,2701,8,32
2014,12,24,833,-2,1048,-8,"AS","N461AS",600,"SEA","LAS",111,867,8,33
2014,12,24,835,0,1658,20,"AS","N431AS",32,"SEA","PHL",299,2378,8,35
2014,12,24,837,-3,1706,-24,"AS","N528AS",38,"SEA","FLL",308,2717,8,37
2014,12,24,841,-4,1111,-15,"AS","N622AS",246,"SEA","SAN",134,1050,8,41
2014,12,24,842,-3,1207,-5,"US","N183UW",519,"PDX","PHX",129,1009,8,42
2014,12,24,849,-1,1427,-18,"AA","N3KJAA",42,"SEA","ORD",197,1721,8,49
2014,12,24,850,0,1209,-16,"WN","N263WN",1578,"SEA","DEN",119,1024,8,50
2014,12,24,851,-4,1100,-20,"WN","N498WN",4215,"PDX","SAN",116,933,8,51
2014,12,24,852,-8,1123,-12,"AS","N627AS",502,"SEA","SNA",132,978,8,52
2014,12,24,855,0,1109,-11,"WN","N775SW",3279,"SEA","LAS",110,867,8,55
2014,12,24,859,7,1401,-8,"DL","N751AT",1453,"SEA","MSP",160,1399,8,59
2014,12,24,900,0,1047,4,"AS","N546AS",370,"SEA","SMF",84,605,9,0
2014,12,24,902,-1,1459,-4,"UA","N73276",1053,"SEA","ORD",200,1721,9,2
2014,12,24,905,0,1156,1,"AS","N557AS",111,"SEA","ANC",203,1448,9,5
2014,12,24,906,1,1440,-15,"AA","N5BSAA",248,"SEA","DFW",188,1660,9,6
2014,12,24,906,1,1408,48,"AS","N568AS",861,"SEA","OGG",385,2640,9,6
2014,12,24,912,22,1111,16,"OO","N227AG",3496,"SEA","FAT",100,748,9,12
2014,12,24,919,14,1128,19,"AS","N779AS",330,"SEA","SJC",107,697,9,19
2014,12,24,925,-5,1258,-17,"OO","N217AG",3466,"PDX","TUS",136,1119,9,25
2014,12,24,925,40,1630,30,"AS","N462AS",792,"SEA","DTW",223,1927,9,25
2014,12,24,927,7,1737,-2,"AS","N579AS",12,"SEA","BOS",285,2496,9,27
2014,12,24,934,64,1523,58,"AS","N302AS",34,"SEA","ORD",200,1721,9,34
2014,12,24,936,6,1721,14,"AS","N453AS",746,"SEA","ATL",251,2182,9,36
2014,12,24,937,7,1257,-1,"AS","N305AS",644,"PDX","PHX",125,1009,9,37
2014,12,24,938,1,1640,-7,"DL","N392DA",2074,"SEA","DTW",219,1927,9,38
2014,12,24,940,30,1205,19,"AS","N587AS",442,"SEA","LAX",123,954,9,40
2014,12,24,941,-4,1708,-14,"DL","N379DA",108,"SEA","ATL",244,2182,9,41
2014,12,24,944,-6,1229,-11,"OO","N224AG",3492,"PDX","SLC",81,630,9,44
2014,12,24,946,-4,1419,14,"AS","N560AS",851,"SEA","HNL",374,2677,9,46
2014,12,24,948,-2,1159,-16,"AS","N518AS",568,"PDX","LAX",114,834,9,48
2014,12,24,949,-1,1211,4,"AS","N586AS",632,"SEA","LAS",117,867,9,49
2014,12,24,953,13,1205,25,"OO","N822SK",4727,"SEA","SJC",107,697,9,53
2014,12,24,954,-6,1420,15,"HA","N384HA",29,"SEA","OGG",365,2640,9,54
2014,12,24,957,-3,1215,-1,"OO","N806SK",4784,"SEA","LAS",113,867,9,57
2014,12,24,957,2,1527,-12,"AS","N442AS",652,"PDX","DFW",186,1616,9,57
2014,12,24,959,-1,1059,2,"OO","N611SK",4623,"SEA","PDX",33,129,9,59
2014,12,24,1000,-15,1323,-20,"F9","N902FR",138,"SEA","DEN",115,1024,10,0
2014,12,24,1000,-5,1311,-18,"F9","N924FR",788,"PDX","DEN",116,991,10,0
2014,12,24,1004,1,1247,-9,"DL","N670DN",1857,"SEA","SLC",82,689,10,4
2014,12,24,1004,-1,1346,-6,"OO","N161PQ",4741,"SEA","PHX",142,1107,10,4
2014,12,24,1009,24,1303,11,"AS","N626AS",131,"PDX","ANC",212,1542,10,9
2014,12,24,1013,-2,1437,22,"HA","N381HA",25,"PDX","HNL",363,2603,10,13
2014,12,24,1013,-12,1632,7,"AS","N625AS",688,"PDX","ORD",205,1739,10,13
